teatro,mes,preco_inteira,dia_da_semana,is_fim_de_semana,antecedencia_compra_dias,tipo_cod,categoria_cod,probabilidade_noshow,alto_risco
Teatro do Parque,6,66.3,1.0,0.0,17.0,1.0,2.0,16.04,0
Teatro do Parque,6,60.22,6.0,1.0,12.0,0.0,2.0,10.63,0
Teatro do Parque,6,72.37,3.0,0.0,16.0,1.0,2.0,17.69,0
Teatro do Parque,6,84.16,3.0,0.0,3.0,1.0,2.0,14.52,0
Teatro Hermilo Borba Filho,6,41.02,4.0,0.0,7.0,2.0,4.0,24.6,1
Teatro Hermilo Borba Filho,6,45.83,2.0,0.0,25.0,2.0,4.0,17.57,0
Teatro Hermilo Borba Filho,6,57.22,6.0,1.0,10.0,1.0,4.0,13.79,0
Teatro Hermilo Borba Filho,6,45.31,5.0,0.0,46.0,0.0,4.0,19.38,0
Teatro Hermilo Borba Filho,6,40.56,7.0,1.0,20.0,1.0,4.0,18.95,0
Teatro Hermilo Borba Filho,6,43.87,3.0,0.0,21.0,2.0,4.0,23.99,1
Teatro Luiz Mendonça,6,60.32,6.0,1.0,51.0,1.0,2.0,19.69,0
Teatro Luiz Mendonça,6,65.95,7.0,1.0,30.0,0.0,2.0,18.97,0
Teatro Luiz Mendonça,6,67.57,5.0,0.0,46.0,2.0,2.0,28.03,1
Teatro Luiz Mendonça,6,54.53,6.0,1.0,51.0,0.0,2.0,18.56,0
Teatro Luiz Mendonça,6,66.99,2.0,0.0,16.0,2.0,2.0,21.3,1
Teatro Luiz Mendonça,6,70.55,7.0,1.0,22.0,1.0,2.0,12.68,0
Teatro Luiz Mendonça,6,87.07,7.0,1.0,15.0,2.0,2.0,9.34,0
Teatro Luiz Mendonça,6,68.24,7.0,1.0,34.0,0.0,2.0,13.04,0
Teatro Luiz Mendonça,6,77.59,3.0,0.0,34.0,1.0,2.0,12.33,0
Teatro Luiz Mendonça,6,55.57,6.0,1.0,17.0,0.0,2.0,14.52,0
Teatro Luiz Mendonça,6,56.53,2.0,0.0,19.0,0.0,2.0,17.36,0
Teatro Luiz Mendonça,6,57.56,5.0,0.0,46.0,1.0,2.0,25.28,1
Teatro Luiz Mendonça,6,71.33,5.0,0.0,56.0,1.0,2.0,15.54,0
Teatro Luiz Mendonça,6,56.49,7.0,1.0,33.0,2.0,2.0,16.77,0
Teatro Luiz Mendonça,6,69.81,1.0,0.0,20.0,1.0,2.0,5.71,0
Teatro Luiz Mendonça,6,54.98,5.0,0.0,51.0,0.0,2.0,27.02,1
Teatro Luiz Mendonça,6,70.49,4.0,0.0,15.0,1.0,2.0,5.17,0
Teatro Luiz Mendonça,6,63.2,3.0,0.0,42.0,1.0,2.0,16.99,0
Teatro Luiz Mendonça,6,65.91,1.0,0.0,55.0,2.0,2.0,25.34,1
Teatro Luiz Mendonça,6,60.66,6.0,1.0,1.0,0.0,2.0,4.71,0
Teatro Luiz Mendonça,6,65.14,6.0,1.0,53.0,1.0,2.0,11.55,0
Teatro Luiz Mendonça,6,65.86,5.0,0.0,6.0,1.0,2.0,16.81,0
Teatro Luiz Mendonça,6,86.86,7.0,1.0,20.0,2.0,2.0,7.24,0
Teatro Luiz Mendonça,6,54.56,5.0,0.0,16.0,0.0,2.0,19.99,0
Teatro Luiz Mendonça,6,56.94,5.0,0.0,2.0,0.0,2.0,8.69,0
Teatro Luiz Mendonça,6,64.45,6.0,1.0,12.0,1.0,2.0,2.0,0
Teatro Luiz Mendonça,6,75.34,3.0,0.0,36.0,1.0,2.0,4.32,0
Teatro Luiz Mendonça,6,57.15,7.0,1.0,9.0,0.0,2.0,13.07,0
Teatro Luiz Mendonça,6,62.86,7.0,1.0,4.0,0.0,2.0,13.69,0
Teatro Luiz Mendonça,6,66.27,3.0,0.0,8.0,1.0,2.0,4.17,0
Teatro Luiz Mendonça,6,77.35,6.0,1.0,26.0,0.0,2.0,13.53,0
Teatro Luiz Mendonça,6,87.77,5.0,0.0,42.0,0.0,2.0,19.71,0
Teatro Luiz Mendonça,6,60.73,5.0,0.0,50.0,0.0,2.0,14.91,0
Teatro Luiz Mendonça,6,60.1,1.0,0.0,46.0,1.0,2.0,16.09,0
Teatro Luiz Mendonça,6,84.35,5.0,0.0,50.0,2.0,2.0,26.65,1
Teatro Luiz Mendonça,6,65.56,1.0,0.0,50.0,1.0,2.0,29.67,1
Teatro Luiz Mendonça,6,62.3,6.0,1.0,15.0,2.0,2.0,16.32,0
Teatro Luiz Mendonça,6,42.81,3.0,0.0,58.0,2.0,2.0,17.23,0
Teatro Luiz Mendonça,6,67.61,2.0,0.0,60.0,0.0,2.0,22.08,1
Teatro Luiz Mendonça,6,73.44,1.0,0.0,34.0,0.0,2.0,18.11,0
Tearro Apolo,7,30.3,3.0,0.0,33.0,1.0,4.0,26.84,1
Tearro Apolo,7,39.63,5.0,0.0,32.0,1.0,4.0,24.26,1
Teatro Barreto Júnior,7,47.09,4.0,0.0,25.0,0.0,0.0,32.95,1
Teatro Barreto Júnior,7,49.8,4.0,0.0,51.0,2.0,0.0,25.74,1
Teatro Barreto Júnior,7,32.62,7.0,1.0,44.0,0.0,0.0,16.52,0
Teatro Barreto Júnior,7,35.43,1.0,0.0,53.0,1.0,0.0,25.95,1
Teatro Barreto Júnior,7,41.84,3.0,0.0,26.0,2.0,0.0,18.46,0
Teatro Barreto Júnior,7,42.06,6.0,1.0,51.0,1.0,0.0,20.69,1
Teatro Barreto Júnior,7,33.17,5.0,0.0,43.0,0.0,0.0,20.36,1
Teatro Barreto Júnior,7,26.34,5.0,0.0,59.0,2.0,0.0,33.02,1
Teatro Barreto Júnior,7,25.99,7.0,1.0,50.0,1.0,0.0,20.89,1
Teatro Barreto Júnior,7,28.68,5.0,0.0,22.0,1.0,0.0,32.79,1
Teatro Barreto Júnior,7,30.64,7.0,1.0,57.0,1.0,0.0,34.15,1
Teatro Barreto Júnior,7,19.78,4.0,0.0,51.0,2.0,0.0,30.5,1
Teatro Barreto Júnior,7,25.17,7.0,1.0,53.0,1.0,0.0,20.26,1
Teatro de Santa Isabel,7,47.4,4.0,0.0,38.0,2.0,4.0,30.36,1
Teatro de Santa Isabel,7,48.19,5.0,0.0,57.0,0.0,4.0,22.07,1
Teatro de Santa Isabel,7,49.96,4.0,0.0,42.0,0.0,4.0,13.27,0
Teatro de Santa Isabel,7,38.45,3.0,0.0,9.0,1.0,4.0,23.22,1
Teatro de Santa Isabel,7,40.16,4.0,0.0,3.0,2.0,4.0,17.75,0
Teatro de Santa Isabel,7,40.36,4.0,0.0,1.0,0.0,4.0,11.87,0
Teatro de Santa Isabel,7,42.17,7.0,1.0,19.0,1.0,4.0,20.86,1
Teatro de Santa Isabel,7,53.78,1.0,0.0,59.0,1.0,4.0,28.36,1
Teatro de Santa Isabel,7,32.38,2.0,0.0,46.0,2.0,4.0,26.76,1
Teatro de Santa Isabel,7,52.32,7.0,1.0,1.0,2.0,4.0,20.26,1
Teatro de Santa Isabel,7,55.22,5.0,0.0,29.0,0.0,4.0,26.5,1
Teatro de Santa Isabel,7,42.16,5.0,0.0,45.0,1.0,4.0,26.77,1
Teatro de Santa Isabel,7,22.89,6.0,1.0,8.0,2.0,4.0,19.19,0
Teatro do Parque,7,47.0,5.0,0.0,27.0,2.0,2.0,18.09,0
Teatro do Parque,7,76.48,3.0,0.0,47.0,1.0,2.0,22.47,1
Teatro do Parque,7,56.35,4.0,0.0,57.0,1.0,2.0,18.41,0
Teatro do Parque,7,72.87,3.0,0.0,28.0,1.0,2.0,6.91,0
Teatro do Parque,7,70.0,4.0,0.0,30.0,0.0,2.0,12.05,0
Teatro do Parque,7,44.01,6.0,1.0,55.0,2.0,2.0,20.68,1
Teatro do Parque,7,78.28,2.0,0.0,25.0,2.0,2.0,8.34,0
Teatro do Parque,7,69.69,4.0,0.0,50.0,2.0,2.0,20.93,1
Teatro do Parque,7,68.81,2.0,0.0,50.0,1.0,2.0,23.05,1
Teatro do Parque,7,64.13,2.0,0.0,50.0,2.0,2.0,28.91,1
Teatro do Parque,7,68.09,2.0,0.0,25.0,0.0,2.0,5.6,0
Teatro do Parque,7,56.77,6.0,1.0,32.0,0.0,2.0,9.4,0
Teatro do Parque,7,79.11,2.0,0.0,29.0,1.0,2.0,14.17,0
Teatro do Parque,7,73.27,6.0,1.0,34.0,1.0,2.0,10.76,0
Teatro do Parque,7,46.43,6.0,1.0,49.0,2.0,2.0,16.05,0
Teatro Hermilo Borba Filho,7,33.17,6.0,1.0,40.0,0.0,4.0,24.3,1
Teatro Hermilo Borba Filho,7,54.66,2.0,0.0,57.0,1.0,4.0,24.22,1
Teatro Hermilo Borba Filho,7,51.4,3.0,0.0,33.0,0.0,4.0,17.67,0
Teatro Hermilo Borba Filho,7,46.64,6.0,1.0,49.0,1.0,4.0,27.12,1
Teatro Hermilo Borba Filho,7,38.44,5.0,0.0,48.0,2.0,4.0,23.77,1
Teatro Hermilo Borba Filho,7,21.02,4.0,0.0,60.0,1.0,4.0,23.29,1
Teatro Hermilo Borba Filho,7,38.2,1.0,0.0,26.0,0.0,4.0,12.03,0
Teatro Luiz Mendonça,7,60.77,7.0,1.0,0.0,2.0,2.0,15.53,0
Teatro Luiz Mendonça,7,79.36,3.0,0.0,3.0,1.0,2.0,20.27,1
Teatro Luiz Mendonça,7,70.09,2.0,0.0,46.0,2.0,2.0,17.32,0
Teatro Luiz Mendonça,7,50.14,3.0,0.0,57.0,0.0,2.0,8.32,0
Teatro Luiz Mendonça,7,52.21,7.0,1.0,53.0,1.0,2.0,18.98,0
Teatro Luiz Mendonça,7,66.46,5.0,0.0,35.0,0.0,2.0,18.84,0
Teatro Luiz Mendonça,7,76.86,6.0,1.0,60.0,0.0,2.0,12.57,0
Teatro Luiz Mendonça,7,64.49,2.0,0.0,40.0,1.0,2.0,17.89,0
Teatro Luiz Mendonça,7,66.15,1.0,0.0,38.0,0.0,2.0,6.29,0
Teatro Luiz Mendonça,7,66.8,3.0,0.0,27.0,1.0,2.0,25.21,1
Teatro Luiz Mendonça,7,52.36,1.0,0.0,35.0,1.0,2.0,16.07,0
Teatro Luiz Mendonça,7,55.56,5.0,0.0,37.0,0.0,2.0,18.9,0
Teatro Luiz Mendonça,7,56.68,6.0,1.0,11.0,2.0,2.0,12.99,0
Teatro Luiz Mendonça,7,72.5,2.0,0.0,31.0,0.0,2.0,19.25,0
Teatro Luiz Mendonça,7,53.02,5.0,0.0,3.0,2.0,2.0,9.19,0
Teatro Luiz Mendonça,7,59.66,7.0,1.0,31.0,2.0,2.0,24.71,1
Teatro Luiz Mendonça,7,73.26,3.0,0.0,39.0,2.0,2.0,17.46,0
Teatro Luiz Mendonça,7,91.35,5.0,0.0,33.0,1.0,2.0,22.03,1
Teatro Luiz Mendonça,7,58.39,1.0,0.0,46.0,2.0,2.0,21.67,1
Teatro Luiz Mendonça,7,59.23,3.0,0.0,16.0,2.0,2.0,15.64,0
Teatro Luiz Mendonça,7,76.0,5.0,0.0,32.0,0.0,2.0,10.46,0
Teatro Luiz Mendonça,7,62.4,3.0,0.0,18.0,2.0,2.0,18.69,0
Teatro Luiz Mendonça,7,82.26,7.0,1.0,7.0,2.0,2.0,8.92,0
Teatro Luiz Mendonça,7,60.79,2.0,0.0,11.0,0.0,2.0,16.83,0
Teatro Luiz Mendonça,7,72.53,4.0,0.0,57.0,1.0,2.0,18.66,0
Teatro Luiz Mendonça,7,63.84,1.0,0.0,33.0,2.0,2.0,15.24,0
Teatro Luiz Mendonça,7,74.81,1.0,0.0,23.0,1.0,2.0,16.06,0
Teatro Luiz Mendonça,7,76.96,7.0,1.0,36.0,0.0,2.0,14.63,0
Teatro Luiz Mendonça,7,58.35,2.0,0.0,41.0,0.0,2.0,15.04,0
Teatro Luiz Mendonça,7,79.31,4.0,0.0,47.0,2.0,2.0,19.65,0
Teatro Luiz Mendonça,7,66.26,2.0,0.0,41.0,1.0,2.0,32.8,1
Tearro Apolo,8,29.14,5.0,0.0,43.0,2.0,4.0,32.32,1
Tearro Apolo,8,21.56,5.0,0.0,0.0,0.0,4.0,11.25,0
Tearro Apolo,8,34.63,7.0,1.0,7.0,0.0,4.0,17.6,0
Tearro Apolo,8,51.41,2.0,0.0,9.0,1.0,4.0,16.9,0
Teatro Barreto Júnior,8,26.82,7.0,1.0,41.0,2.0,0.0,24.0,1
Teatro Barreto Júnior,8,28.38,7.0,1.0,33.0,1.0,0.0,19.19,0
Teatro Barreto Júnior,8,20.93,3.0,0.0,15.0,0.0,0.0,27.42,1
Teatro Barreto Júnior,8,35.2,2.0,0.0,43.0,1.0,0.0,16.01,0
Teatro Barreto Júnior,8,38.57,7.0,1.0,45.0,0.0,0.0,24.1,1
Teatro Barreto Júnior,8,27.78,7.0,1.0,50.0,0.0,0.0,25.23,1
Teatro Barreto Júnior,8,37.77,3.0,0.0,52.0,2.0,0.0,38.92,1
Teatro Barreto Júnior,8,45.56,1.0,0.0,5.0,1.0,0.0,17.0,0
Teatro Barreto Júnior,8,51.43,6.0,1.0,19.0,2.0,0.0,21.57,1
Teatro Barreto Júnior,8,51.0,2.0,0.0,5.0,1.0,0.0,18.65,0
Teatro Barreto Júnior,8,10.0,3.0,0.0,25.0,0.0,0.0,24.92,1
Teatro Barreto Júnior,8,54.51,3.0,0.0,3.0,1.0,0.0,11.45,0
Teatro Barreto Júnior,8,49.1,2.0,0.0,18.0,0.0,0.0,18.98,0
Teatro Barreto Júnior,8,34.69,3.0,0.0,45.0,0.0,0.0,20.01,1
Teatro Barreto Júnior,8,33.75,7.0,1.0,29.0,0.0,0.0,17.13,0
Teatro Barreto Júnior,8,37.59,6.0,1.0,13.0,1.0,0.0,25.09,1
Teatro Barreto Júnior,8,41.41,2.0,0.0,4.0,1.0,0.0,17.26,0
Teatro de Santa Isabel,8,27.9,4.0,0.0,58.0,0.0,4.0,33.38,1
Teatro de Santa Isabel,8,24.52,6.0,1.0,5.0,1.0,4.0,15.36,0
Teatro de Santa Isabel,8,47.4,6.0,1.0,46.0,1.0,4.0,16.6,0
Teatro de Santa Isabel,8,33.69,3.0,0.0,10.0,2.0,4.0,13.87,0
Teatro de Santa Isabel,8,27.75,3.0,0.0,23.0,1.0,4.0,20.03,1
Teatro de Santa Isabel,8,47.36,2.0,0.0,17.0,1.0,4.0,22.84,1
Teatro de Santa Isabel,8,27.7,2.0,0.0,18.0,2.0,4.0,21.81,1
Teatro de Santa Isabel,8,39.28,2.0,0.0,46.0,2.0,4.0,29.67,1
Teatro de Santa Isabel,8,36.26,6.0,1.0,27.0,0.0,4.0,11.18,0
Teatro de Santa Isabel,8,30.96,2.0,0.0,7.0,1.0,4.0,18.06,0
Teatro de Santa Isabel,8,33.28,4.0,0.0,51.0,1.0,4.0,24.21,1
Teatro de Santa Isabel,8,40.04,1.0,0.0,4.0,0.0,4.0,20.92,1
Teatro de Santa Isabel,8,42.08,3.0,0.0,11.0,1.0,4.0,11.15,0
Teatro de Santa Isabel,8,27.41,1.0,0.0,2.0,0.0,4.0,14.94,0
Teatro do Parque,8,60.29,7.0,1.0,8.0,0.0,2.0,15.89,0
Teatro do Parque,8,58.35,6.0,1.0,48.0,1.0,2.0,22.1,1
Teatro do Parque,8,58.44,3.0,0.0,2.0,0.0,2.0,17.56,0
Teatro do Parque,8,64.29,7.0,1.0,49.0,1.0,2.0,10.99,0
Teatro do Parque,8,67.35,2.0,0.0,8.0,1.0,2.0,10.66,0
Teatro do Parque,8,63.47,3.0,0.0,46.0,1.0,2.0,21.7,1
Teatro do Parque,8,70.46,3.0,0.0,56.0,2.0,2.0,23.79,1
Teatro do Parque,8,71.68,7.0,1.0,12.0,0.0,2.0,3.58,0
Teatro do Parque,8,77.66,5.0,0.0,8.0,2.0,2.0,11.42,0
Teatro do Parque,8,62.72,6.0,1.0,32.0,2.0,2.0,15.19,0
Teatro do Parque,8,82.77,4.0,0.0,11.0,0.0,2.0,8.24,0
Teatro do Parque,8,57.24,5.0,0.0,31.0,0.0,2.0,14.74,0
Teatro do Parque,8,70.47,5.0,0.0,54.0,2.0,2.0,18.6,0
Teatro do Parque,8,55.82,4.0,0.0,17.0,2.0,2.0,18.88,0
Teatro do Parque,8,72.77,7.0,1.0,29.0,2.0,2.0,9.45,0
Teatro do Parque,8,50.02,1.0,0.0,0.0,0.0,2.0,7.84,0
Teatro do Parque,8,57.77,4.0,0.0,11.0,2.0,2.0,11.86,0
Teatro do Parque,8,63.84,6.0,1.0,42.0,2.0,2.0,14.77,0
Teatro do Parque,8,59.26,7.0,1.0,6.0,1.0,2.0,13.43,0
Teatro do Parque,8,68.2,5.0,0.0,1.0,1.0,2.0,16.72,0
Teatro do Parque,8,54.75,6.0,1.0,35.0,1.0,2.0,19.43,0
Teatro do Parque,8,79.27,4.0,0.0,8.0,0.0,2.0,8.31,0
Teatro do Parque,8,55.85,2.0,0.0,1.0,1.0,2.0,8.88,0
Teatro do Parque,8,73.7,5.0,0.0,26.0,0.0,2.0,17.86,0
Teatro do Parque,8,53.48,3.0,0.0,0.0,2.0,2.0,18.54,0
Teatro do Parque,8,56.56,4.0,0.0,5.0,2.0,2.0,16.93,0
Teatro do Parque,8,50.95,1.0,0.0,14.0,1.0,2.0,11.65,0
Teatro do Parque,8,61.63,3.0,0.0,11.0,1.0,2.0,12.35,0
Teatro do Parque,8,68.95,6.0,1.0,48.0,0.0,2.0,11.02,0
Teatro do Parque,8,63.23,5.0,0.0,1.0,0.0,2.0,2.0,0
Teatro do Parque,8,57.34,2.0,0.0,40.0,2.0,2.0,17.63,0
Teatro Luiz Mendonça,8,75.09,3.0,0.0,35.0,2.0,2.0,17.84,0
Teatro Luiz Mendonça,8,67.77,7.0,1.0,52.0,0.0,2.0,12.79,0
Teatro Luiz Mendonça,8,60.59,2.0,0.0,18.0,2.0,2.0,23.21,1
Teatro Luiz Mendonça,8,95.89,4.0,0.0,41.0,2.0,2.0,15.02,0
Teatro Luiz Mendonça,8,71.48,4.0,0.0,14.0,2.0,2.0,15.93,0
Teatro Luiz Mendonça,8,58.3,1.0,0.0,42.0,1.0,2.0,22.19,1
Teatro Luiz Mendonça,8,74.1,5.0,0.0,49.0,2.0,2.0,19.42,0
Teatro Luiz Mendonça,8,65.19,7.0,1.0,8.0,1.0,2.0,9.5,0
Teatro Luiz Mendonça,8,69.88,4.0,0.0,43.0,0.0,2.0,23.57,1
Teatro Luiz Mendonça,8,72.82,3.0,0.0,9.0,1.0,2.0,9.04,0
Teatro Luiz Mendonça,8,65.65,4.0,0.0,10.0,1.0,2.0,2.0,0
Teatro Luiz Mendonça,8,58.79,4.0,0.0,0.0,1.0,2.0,14.98,0
Teatro Luiz Mendonça,8,55.72,5.0,0.0,9.0,1.0,2.0,16.62,0
Teatro Luiz Mendonça,8,66.25,6.0,1.0,34.0,1.0,2.0,10.29,0
Teatro Luiz Mendonça,8,71.25,1.0,0.0,1.0,0.0,2.0,12.87,0
Teatro Luiz Mendonça,8,83.78,6.0,1.0,45.0,0.0,2.0,3.52,0
Teatro Luiz Mendonça,8,59.89,6.0,1.0,30.0,1.0,2.0,16.38,0
Teatro Luiz Mendonça,8,71.01,4.0,0.0,55.0,0.0,2.0,20.25,1
Teatro Luiz Mendonça,8,57.87,7.0,1.0,33.0,2.0,2.0,24.73,1
Teatro Luiz Mendonça,8,69.93,7.0,1.0,52.0,1.0,2.0,15.52,0
Teatro Luiz Mendonça,8,61.42,5.0,0.0,25.0,2.0,2.0,19.78,0
Teatro Luiz Mendonça,8,77.28,1.0,0.0,34.0,2.0,2.0,20.46,1
Teatro Luiz Mendonça,8,68.81,4.0,0.0,7.0,2.0,2.0,23.18,1
Teatro Luiz Mendonça,8,61.59,1.0,0.0,33.0,2.0,2.0,18.63,0
Teatro Luiz Mendonça,8,84.25,6.0,1.0,60.0,1.0,2.0,20.0,0
Teatro Luiz Mendonça,8,61.71,7.0,1.0,1.0,0.0,2.0,12.48,0
Teatro Luiz Mendonça,8,84.41,4.0,0.0,49.0,0.0,2.0,9.86,0
Teatro Luiz Mendonça,8,62.72,1.0,0.0,20.0,1.0,2.0,18.09,0
Teatro Luiz Mendonça,8,85.64,4.0,0.0,39.0,1.0,2.0,7.9,0
Teatro Luiz Mendonça,8,61.97,4.0,0.0,56.0,1.0,2.0,18.31,0
Teatro Luiz Mendonça,8,76.38,5.0,0.0,17.0,2.0,2.0,23.16,1
Teatro Luiz Mendonça,8,73.74,2.0,0.0,46.0,2.0,2.0,14.34,0
Teatro Luiz Mendonça,8,55.45,1.0,0.0,25.0,0.0,2.0,19.61,0
Teatro Luiz Mendonça,8,75.79,5.0,0.0,44.0,1.0,2.0,11.04,0
Teatro Luiz Mendonça,8,66.62,7.0,1.0,27.0,2.0,2.0,9.58,0
Tearro Apolo,9,45.11,4.0,0.0,53.0,2.0,4.0,30.76,1
Tearro Apolo,9,36.96,7.0,1.0,60.0,0.0,4.0,15.72,0
Tearro Apolo,9,40.4,2.0,0.0,13.0,1.0,4.0,13.58,0
Tearro Apolo,9,24.6,5.0,0.0,26.0,1.0,4.0,25.21,1
Tearro Apolo,9,44.71,6.0,1.0,27.0,0.0,4.0,15.98,0
Tearro Apolo,9,43.52,6.0,1.0,8.0,0.0,4.0,21.17,1
Tearro Apolo,9,50.49,3.0,0.0,3.0,1.0,4.0,9.4,0
Tearro Apolo,9,49.27,6.0,1.0,6.0,2.0,4.0,12.63,0
Tearro Apolo,9,47.18,2.0,0.0,15.0,1.0,4.0,23.34,1
Tearro Apolo,9,28.1,7.0,1.0,53.0,0.0,4.0,21.21,1
Teatro Barreto Júnior,9,34.28,4.0,0.0,54.0,0.0,0.0,18.36,0
Teatro Barreto Júnior,9,41.45,5.0,0.0,6.0,1.0,0.0,31.52,1
Teatro Barreto Júnior,9,24.76,6.0,1.0,53.0,1.0,0.0,34.17,1
Teatro Barreto Júnior,9,39.48,3.0,0.0,60.0,1.0,0.0,20.16,1
Teatro Barreto Júnior,9,48.96,5.0,0.0,37.0,1.0,0.0,28.81,1
Teatro Barreto Júnior,9,18.52,3.0,0.0,60.0,1.0,0.0,27.62,1
Teatro Barreto Júnior,9,29.21,7.0,1.0,41.0,1.0,0.0,24.74,1
Teatro Barreto Júnior,9,32.34,1.0,0.0,43.0,2.0,0.0,31.98,1
Teatro Barreto Júnior,9,55.22,3.0,0.0,44.0,1.0,0.0,30.97,1
Teatro Barreto Júnior,9,28.47,6.0,1.0,9.0,1.0,0.0,25.35,1
Teatro Barreto Júnior,9,37.37,1.0,0.0,46.0,1.0,0.0,25.98,1
Teatro de Santa Isabel,9,25.23,7.0,1.0,13.0,0.0,4.0,22.48,1
Teatro de Santa Isabel,9,42.57,1.0,0.0,52.0,2.0,4.0,38.72,1
Teatro de Santa Isabel,9,30.93,4.0,0.0,35.0,0.0,4.0,22.37,1
Teatro de Santa Isabel,9,38.31,3.0,0.0,20.0,1.0,4.0,23.73,1
Teatro de Santa Isabel,9,45.27,2.0,0.0,24.0,0.0,4.0,13.08,0
Teatro de Santa Isabel,9,46.11,2.0,0.0,40.0,0.0,4.0,17.73,0
Teatro de Santa Isabel,9,29.5,5.0,0.0,21.0,1.0,4.0,29.08,1
Teatro de Santa Isabel,9,47.18,4.0,0.0,51.0,0.0,4.0,17.57,0
Teatro de Santa Isabel,9,38.34,7.0,1.0,56.0,1.0,4.0,17.91,0
Teatro de Santa Isabel,9,32.19,1.0,0.0,34.0,0.0,4.0,19.18,0
Teatro de Santa Isabel,9,44.7,5.0,0.0,16.0,0.0,4.0,13.2,0
Teatro de Santa Isabel,9,47.69,6.0,1.0,38.0,1.0,4.0,23.09,1
Teatro do Parque,9,74.11,7.0,1.0,43.0,1.0,2.0,14.99,0
Teatro do Parque,9,67.47,5.0,0.0,46.0,1.0,2.0,15.69,0
Teatro do Parque,9,60.12,5.0,0.0,7.0,0.0,2.0,8.83,0
Teatro do Parque,9,47.92,4.0,0.0,28.0,0.0,2.0,11.79,0
Teatro do Parque,9,77.99,3.0,0.0,21.0,2.0,2.0,15.79,0
Teatro do Parque,9,60.03,5.0,0.0,43.0,1.0,2.0,16.03,0
Teatro do Parque,9,72.59,2.0,0.0,27.0,1.0,2.0,20.13,1
Teatro do Parque,9,69.46,1.0,0.0,28.0,2.0,2.0,21.37,1
Teatro do Parque,9,75.9,1.0,0.0,0.0,0.0,2.0,2.0,0
Teatro do Parque,9,68.75,6.0,1.0,7.0,1.0,2.0,8.67,0
Teatro do Parque,9,65.43,7.0,1.0,21.0,2.0,2.0,12.28,0
Teatro do Parque,9,72.22,1.0,0.0,51.0,2.0,2.0,20.91,1
Teatro do Parque,9,61.81,7.0,1.0,51.0,2.0,2.0,5.04,0
Teatro do Parque,9,56.68,4.0,0.0,8.0,2.0,2.0,14.87,0
Teatro do Parque,9,62.54,6.0,1.0,27.0,2.0,2.0,16.09,0
Teatro do Parque,9,80.6,2.0,0.0,23.0,1.0,2.0,12.76,0
Teatro do Parque,9,62.44,3.0,0.0,29.0,0.0,2.0,9.59,0
Teatro do Parque,9,86.43,2.0,0.0,32.0,2.0,2.0,16.72,0
Teatro do Parque,9,61.81,6.0,1.0,42.0,0.0,2.0,21.9,1
Teatro do Parque,9,65.86,6.0,1.0,5.0,1.0,2.0,13.32,0
Teatro do Parque,9,57.58,1.0,0.0,19.0,0.0,2.0,8.15,0
Teatro do Parque,9,65.1,5.0,0.0,57.0,2.0,2.0,30.82,1
Teatro do Parque,9,47.84,6.0,1.0,3.0,1.0,2.0,14.52,0
Teatro do Parque,9,65.18,3.0,0.0,5.0,1.0,2.0,11.85,0
Teatro do Parque,9,53.77,4.0,0.0,60.0,1.0,2.0,27.58,1
Teatro do Parque,9,68.24,5.0,0.0,30.0,2.0,2.0,17.7,0
Teatro do Parque,9,57.74,5.0,0.0,13.0,0.0,2.0,16.48,0
Teatro do Parque,9,49.02,4.0,0.0,25.0,2.0,2.0,23.66,1
Teatro do Parque,9,49.78,1.0,0.0,43.0,1.0,2.0,13.89,0
Teatro do Parque,9,54.59,3.0,0.0,32.0,1.0,2.0,6.39,0
Teatro do Parque,9,62.56,2.0,0.0,60.0,0.0,2.0,18.82,0
Teatro do Parque,9,61.84,6.0,1.0,27.0,2.0,2.0,8.14,0
Teatro do Parque,9,50.66,1.0,0.0,44.0,2.0,2.0,27.99,1
Teatro Luiz Mendonça,9,68.96,3.0,0.0,31.0,0.0,2.0,14.69,0
Teatro Luiz Mendonça,9,61.96,3.0,0.0,50.0,2.0,2.0,21.82,1
Teatro Luiz Mendonça,9,78.08,5.0,0.0,56.0,2.0,2.0,20.84,1
Teatro Luiz Mendonça,9,60.92,4.0,0.0,26.0,2.0,2.0,24.18,1
Teatro Luiz Mendonça,9,58.71,2.0,0.0,17.0,0.0,2.0,12.43,0
Teatro Luiz Mendonça,9,56.96,7.0,1.0,27.0,1.0,2.0,5.59,0
Teatro Luiz Mendonça,9,67.19,7.0,1.0,11.0,2.0,2.0,11.49,0
Teatro Luiz Mendonça,9,72.44,3.0,0.0,26.0,1.0,2.0,8.58,0
Teatro Luiz Mendonça,9,56.94,3.0,0.0,44.0,0.0,2.0,17.61,0
Teatro Luiz Mendonça,9,54.66,3.0,0.0,40.0,0.0,2.0,21.06,1
Teatro Luiz Mendonça,9,62.54,2.0,0.0,19.0,0.0,2.0,24.71,1
Teatro Luiz Mendonça,9,79.3,5.0,0.0,26.0,1.0,2.0,20.66,1
Teatro Luiz Mendonça,9,68.62,5.0,0.0,55.0,1.0,2.0,26.29,1
Teatro Luiz Mendonça,9,74.68,4.0,0.0,19.0,0.0,2.0,5.83,0
Teatro Luiz Mendonça,9,49.58,4.0,0.0,48.0,1.0,2.0,20.65,1
Teatro Luiz Mendonça,9,52.76,7.0,1.0,34.0,2.0,2.0,17.82,0
