teatro,mes,preco_efetivo,preco_inteira,capacidade,categoria_cod,receita_real
Teatro do Parque,7,54.85,56.35,500.0,2.0,18315.5
Teatro do Parque,7,56.4,72.87,500.0,2.0,18829.14
Teatro do Parque,7,62.62,70.0,500.0,2.0,20580.57
Teatro do Parque,7,41.4,44.01,500.0,2.0,15449.26
Teatro do Parque,7,72.92,78.28,500.0,2.0,22116.35
Teatro do Parque,7,64.65,69.69,500.0,2.0,19715.99
Teatro do Parque,7,59.96,68.81,500.0,2.0,17245.25
Teatro do Parque,7,53.07,64.13,500.0,2.0,18288.58
Teatro do Parque,7,54.52,68.09,500.0,2.0,20850.22
Teatro do Parque,7,40.99,56.77,500.0,2.0,18043.63
Teatro do Parque,7,69.7,79.11,500.0,2.0,20203.27
Teatro do Parque,7,60.64,73.27,500.0,2.0,19246.37
Teatro do Parque,7,38.32,46.43,500.0,2.0,14471.04
Teatro Hermilo Borba Filho,7,24.67,33.17,200.0,4.0,3558.56
Teatro Hermilo Borba Filho,7,43.65,54.66,200.0,4.0,5100.97
Teatro Hermilo Borba Filho,7,37.91,51.4,200.0,4.0,5837.24
Teatro Hermilo Borba Filho,7,37.01,46.64,200.0,4.0,4802.38
Teatro Hermilo Borba Filho,7,35.78,38.44,200.0,4.0,3573.12
Teatro Hermilo Borba Filho,7,15.59,21.02,200.0,4.0,1998.41
Teatro Hermilo Borba Filho,7,28.95,38.2,200.0,4.0,3204.5
Teatro Luiz Mendonça,7,58.28,60.77,300.0,2.0,10814.47
Teatro Luiz Mendonça,7,72.88,79.36,300.0,2.0,12168.29
Teatro Luiz Mendonça,7,68.13,70.09,300.0,2.0,10978.66
Teatro Luiz Mendonça,7,47.34,50.14,300.0,2.0,7001.38
Teatro Luiz Mendonça,7,50.94,52.21,300.0,2.0,9749.71
Teatro Luiz Mendonça,7,53.44,66.46,300.0,2.0,9887.89
Teatro Luiz Mendonça,7,66.59,76.86,300.0,2.0,13226.3
Teatro Luiz Mendonça,7,63.55,64.49,300.0,2.0,10275.36
Teatro Luiz Mendonça,7,63.47,66.15,300.0,2.0,10942.84
Teatro Luiz Mendonça,7,53.03,66.8,300.0,2.0,12329.59
Teatro Luiz Mendonça,7,40.74,52.36,300.0,2.0,9392.63
Teatro Luiz Mendonça,7,42.72,55.56,300.0,2.0,12119.67
Teatro Luiz Mendonça,7,52.52,56.68,300.0,2.0,11293.94
Teatro Luiz Mendonça,7,71.63,72.5,300.0,2.0,11225.49
Teatro Luiz Mendonça,7,38.34,53.02,300.0,2.0,10611.36
Teatro Luiz Mendonça,7,51.34,59.66,300.0,2.0,10692.71
Teatro Luiz Mendonça,7,63.09,73.26,300.0,2.0,13662.41
Teatro Luiz Mendonça,7,90.1,91.35,300.0,2.0,12148.94
Teatro Luiz Mendonça,7,48.09,58.39,300.0,2.0,10277.67
Teatro Luiz Mendonça,7,44.75,59.23,300.0,2.0,12696.24
Teatro Luiz Mendonça,7,58.95,76.0,300.0,2.0,12053.47
Teatro Luiz Mendonça,7,60.09,62.4,300.0,2.0,11398.91
Teatro Luiz Mendonça,7,70.97,82.26,300.0,2.0,12658.75
Teatro Luiz Mendonça,7,51.15,60.79,300.0,2.0,9977.76
Teatro Luiz Mendonça,7,60.6,72.53,300.0,2.0,9548.14
Teatro Luiz Mendonça,7,45.04,63.84,300.0,2.0,13651.79
Teatro Luiz Mendonça,7,70.23,74.81,300.0,2.0,10690.22
Teatro Luiz Mendonça,7,68.21,76.96,300.0,2.0,13413.03
Teatro Luiz Mendonça,7,46.02,58.35,300.0,2.0,10160.35
Teatro Luiz Mendonça,7,58.98,79.31,300.0,2.0,14315.51
Teatro Luiz Mendonça,7,52.86,66.26,300.0,2.0,10967.68
Tearro Apolo,8,23.94,29.14,350.0,4.0,7124.76
Tearro Apolo,8,19.48,21.56,350.0,4.0,4555.45
Tearro Apolo,8,32.88,34.63,350.0,4.0,7856.36
Tearro Apolo,8,37.91,51.41,350.0,4.0,12197.08
Teatro Barreto Júnior,8,25.56,26.82,400.0,0.0,6032.74
Teatro Barreto Júnior,8,27.52,28.38,400.0,0.0,6753.22
Teatro Barreto Júnior,8,19.78,20.93,400.0,0.0,5129.92
Teatro Barreto Júnior,8,26.55,35.2,400.0,0.0,9043.96
Teatro Barreto Júnior,8,37.42,38.57,400.0,0.0,8724.47
Teatro Barreto Júnior,8,26.44,27.78,400.0,0.0,6497.65
Teatro Barreto Júnior,8,32.41,37.77,400.0,0.0,8051.88
Teatro Barreto Júnior,8,37.44,45.56,400.0,0.0,8968.32
Teatro Barreto Júnior,8,50.2,51.43,400.0,0.0,10466.52
Teatro Barreto Júnior,8,46.74,51.0,400.0,0.0,12672.16
Teatro Barreto Júnior,8,8.58,10.0,400.0,0.0,2327.72
Teatro Barreto Júnior,8,44.66,54.51,400.0,0.0,12637.23
Teatro Barreto Júnior,8,38.7,49.1,400.0,0.0,11156.1
Teatro Barreto Júnior,8,25.07,34.69,400.0,0.0,8278.59
Teatro Barreto Júnior,8,24.45,33.75,400.0,0.0,9950.67
Teatro Barreto Júnior,8,30.66,37.59,400.0,0.0,7909.52
Teatro Barreto Júnior,8,38.37,41.41,400.0,0.0,9037.1
Teatro de Santa Isabel,8,21.78,27.9,750.0,4.0,12997.67
Teatro de Santa Isabel,8,17.85,24.52,750.0,4.0,12778.11
Teatro de Santa Isabel,8,45.78,47.4,750.0,4.0,22509.4
Teatro de Santa Isabel,8,28.16,33.69,750.0,4.0,18094.48
Teatro de Santa Isabel,8,23.87,27.75,750.0,4.0,12865.61
Teatro de Santa Isabel,8,44.58,47.36,750.0,4.0,22211.28
Teatro de Santa Isabel,8,22.33,27.7,750.0,4.0,15781.0
Teatro de Santa Isabel,8,33.96,39.28,750.0,4.0,17424.42
Teatro de Santa Isabel,8,34.5,36.26,750.0,4.0,17012.58
Teatro de Santa Isabel,8,29.77,30.96,750.0,4.0,16340.2
Teatro de Santa Isabel,8,32.85,33.28,750.0,4.0,17511.31
Teatro de Santa Isabel,8,36.4,40.04,750.0,4.0,21257.81
Teatro de Santa Isabel,8,32.8,42.08,750.0,4.0,22311.83
Teatro de Santa Isabel,8,26.39,27.41,750.0,4.0,12961.36
Teatro do Parque,8,54.65,60.29,500.0,2.0,23767.39
Teatro do Parque,8,56.67,58.35,500.0,2.0,19186.71
Teatro do Parque,8,45.98,58.44,500.0,2.0,24304.59
Teatro do Parque,8,54.51,64.29,500.0,2.0,23588.83
Teatro do Parque,8,65.72,67.35,500.0,2.0,27348.46
Teatro do Parque,8,52.93,63.47,500.0,2.0,23625.13
Teatro do Parque,8,67.2,70.46,500.0,2.0,26766.23
Teatro do Parque,8,62.72,71.68,500.0,2.0,23494.88
Teatro do Parque,8,61.32,77.66,500.0,2.0,29318.65
Teatro do Parque,8,57.44,62.72,500.0,2.0,21794.46
Teatro do Parque,8,79.32,82.77,500.0,2.0,28546.6
Teatro do Parque,8,55.31,57.24,500.0,2.0,19419.62
Teatro do Parque,8,64.44,70.47,500.0,2.0,24872.24
Teatro do Parque,8,53.9,55.82,500.0,2.0,21189.89
Teatro do Parque,8,51.56,72.77,500.0,2.0,27305.23
Teatro do Parque,8,45.39,50.02,500.0,2.0,18166.4
Teatro do Parque,8,49.5,57.77,500.0,2.0,19970.72
Teatro do Parque,8,45.46,63.84,500.0,2.0,24671.16
Teatro do Parque,8,50.67,59.26,500.0,2.0,21630.6
Teatro do Parque,8,66.28,68.2,500.0,2.0,24273.95
Teatro do Parque,8,47.63,54.75,500.0,2.0,22695.12
Teatro do Parque,8,61.28,79.27,500.0,2.0,26766.77
Teatro do Parque,8,51.57,55.85,500.0,2.0,19796.81
Teatro do Parque,8,52.98,73.7,500.0,2.0,29194.9
Teatro do Parque,8,51.85,53.48,500.0,2.0,18979.52
Teatro do Parque,8,46.31,56.56,500.0,2.0,22440.03
Teatro do Parque,8,36.52,50.95,500.0,2.0,18605.71
Teatro do Parque,8,45.3,61.63,500.0,2.0,23402.57
Teatro do Parque,8,66.81,68.95,500.0,2.0,25113.47
Teatro do Parque,8,62.6,63.23,500.0,2.0,19035.11
Teatro do Parque,8,47.69,57.34,500.0,2.0,24638.6
Teatro Luiz Mendonça,8,61.65,75.09,300.0,2.0,16853.09
Teatro Luiz Mendonça,8,58.81,67.77,300.0,2.0,13943.89
Teatro Luiz Mendonça,8,60.4,60.59,300.0,2.0,13568.54
Teatro Luiz Mendonça,8,69.35,95.89,300.0,2.0,19383.33
Teatro Luiz Mendonça,8,65.72,71.48,300.0,2.0,15987.66
Teatro Luiz Mendonça,8,42.09,58.3,300.0,2.0,13421.66
Teatro Luiz Mendonça,8,62.47,74.1,300.0,2.0,17935.5
Teatro Luiz Mendonça,8,55.29,65.19,300.0,2.0,13312.3
Teatro Luiz Mendonça,8,65.01,69.88,300.0,2.0,14078.81
Teatro Luiz Mendonça,8,65.34,72.82,300.0,2.0,14975.37
Teatro Luiz Mendonça,8,47.45,65.65,300.0,2.0,16302.49
Teatro Luiz Mendonça,8,48.88,58.79,300.0,2.0,12310.43
Teatro Luiz Mendonça,8,55.04,55.72,300.0,2.0,12402.4
Teatro Luiz Mendonça,8,59.73,66.25,300.0,2.0,13619.2
Teatro Luiz Mendonça,8,54.53,71.25,300.0,2.0,16373.22
Teatro Luiz Mendonça,8,63.94,83.78,300.0,2.0,17110.24
Teatro Luiz Mendonça,8,54.32,59.89,300.0,2.0,11907.81
Teatro Luiz Mendonça,8,59.24,71.01,300.0,2.0,16438.9
Teatro Luiz Mendonça,8,45.63,57.87,300.0,2.0,12533.63
Teatro Luiz Mendonça,8,59.48,69.93,300.0,2.0,12371.6
Teatro Luiz Mendonça,8,48.21,61.42,300.0,2.0,14027.48
Teatro Luiz Mendonça,8,77.27,77.28,300.0,2.0,15972.75
Teatro Luiz Mendonça,8,63.07,68.81,300.0,2.0,17396.16
Teatro Luiz Mendonça,8,47.63,61.59,300.0,2.0,12365.42
Teatro Luiz Mendonça,8,81.48,84.25,300.0,2.0,16428.32
Teatro Luiz Mendonça,8,46.2,61.71,300.0,2.0,13900.55
Teatro Luiz Mendonça,8,64.27,84.41,300.0,2.0,20190.85
Teatro Luiz Mendonça,8,52.48,62.72,300.0,2.0,13529.65
Teatro Luiz Mendonça,8,82.7,85.64,300.0,2.0,15327.56
Teatro Luiz Mendonça,8,56.53,61.97,300.0,2.0,14300.13
Teatro Luiz Mendonça,8,64.83,76.38,300.0,2.0,14699.63
Teatro Luiz Mendonça,8,63.06,73.74,300.0,2.0,15995.13
Teatro Luiz Mendonça,8,50.09,55.45,300.0,2.0,13831.18
Teatro Luiz Mendonça,8,58.38,75.79,300.0,2.0,17064.24
Teatro Luiz Mendonça,8,56.94,66.62,300.0,2.0,14040.92
Tearro Apolo,9,43.93,45.11,350.0,4.0,10178.41
Tearro Apolo,9,33.78,36.96,350.0,4.0,8252.35
Tearro Apolo,9,38.67,40.4,350.0,4.0,7405.82
Tearro Apolo,9,18.03,24.6,350.0,4.0,6713.31
Tearro Apolo,9,31.78,44.71,350.0,4.0,10202.79
Tearro Apolo,9,31.96,43.52,350.0,4.0,10391.07
Tearro Apolo,9,41.42,50.49,350.0,4.0,11531.9
Tearro Apolo,9,41.37,49.27,350.0,4.0,9447.41
Tearro Apolo,9,36.48,47.18,350.0,4.0,9367.68
Tearro Apolo,9,25.49,28.1,350.0,4.0,6596.44
Teatro Barreto Júnior,9,33.69,34.28,400.0,0.0,7567.33
Teatro Barreto Júnior,9,38.82,41.45,400.0,0.0,9135.12
Teatro Barreto Júnior,9,22.56,24.76,400.0,0.0,6066.49
Teatro Barreto Júnior,9,38.85,39.48,400.0,0.0,9565.2
Teatro Barreto Júnior,9,47.57,48.96,400.0,0.0,13397.68
Teatro Barreto Júnior,9,18.01,18.52,400.0,0.0,5040.01
Teatro Barreto Júnior,9,28.99,29.21,400.0,0.0,6199.13
Teatro Barreto Júnior,9,25.84,32.34,400.0,0.0,7802.65
Teatro Barreto Júnior,9,42.72,55.22,400.0,0.0,12236.51
Teatro Barreto Júnior,9,23.02,28.47,400.0,0.0,7319.94
Teatro Barreto Júnior,9,26.59,37.37,400.0,0.0,8415.24
Teatro de Santa Isabel,9,20.84,25.23,750.0,4.0,13971.83
Teatro de Santa Isabel,9,36.93,42.57,750.0,4.0,19235.41
Teatro de Santa Isabel,9,28.61,30.93,750.0,4.0,14610.75
Teatro de Santa Isabel,9,33.13,38.31,750.0,4.0,18315.26
Teatro de Santa Isabel,9,43.03,45.27,750.0,4.0,18853.68
Teatro de Santa Isabel,9,35.18,46.11,750.0,4.0,21276.77
Teatro de Santa Isabel,9,23.47,29.5,750.0,4.0,15201.52
Teatro de Santa Isabel,9,36.45,47.18,750.0,4.0,19226.68
Teatro de Santa Isabel,9,27.67,38.34,750.0,4.0,16819.9
Teatro de Santa Isabel,9,29.05,32.19,750.0,4.0,14542.62
Teatro de Santa Isabel,9,39.14,44.7,750.0,4.0,18725.82
Teatro de Santa Isabel,9,47.4,47.69,750.0,4.0,22507.78
Teatro do Parque,9,71.05,74.11,500.0,2.0,24476.93
Teatro do Parque,9,61.81,67.47,500.0,2.0,26929.33
Teatro do Parque,9,47.08,60.12,500.0,2.0,21797.24
Teatro do Parque,9,41.07,47.92,500.0,2.0,20782.51
Teatro do Parque,9,77.06,77.99,500.0,2.0,24111.62
Teatro do Parque,9,49.08,60.03,500.0,2.0,24227.29
Teatro do Parque,9,66.55,72.59,500.0,2.0,25604.8
Teatro do Parque,9,60.34,69.46,500.0,2.0,23768.58
Teatro do Parque,9,54.29,75.9,500.0,2.0,27988.92
Teatro do Parque,9,61.11,68.75,500.0,2.0,22069.65
Teatro do Parque,9,46.72,65.43,500.0,2.0,24680.2
Teatro do Parque,9,62.18,72.22,500.0,2.0,28593.35
Teatro do Parque,9,49.51,61.81,500.0,2.0,23778.97
Teatro do Parque,9,49.88,56.68,500.0,2.0,20345.52
Teatro do Parque,9,55.52,62.54,500.0,2.0,24572.76
Teatro do Parque,9,68.24,80.6,500.0,2.0,31501.38
Teatro do Parque,9,52.24,62.44,500.0,2.0,23614.51
Teatro do Parque,9,62.5,86.43,500.0,2.0,30599.55
Teatro do Parque,9,51.96,61.81,500.0,2.0,22362.35
Teatro do Parque,9,59.09,65.86,500.0,2.0,24076.61
Teatro do Parque,9,47.07,57.58,500.0,2.0,23993.28
Teatro do Parque,9,59.34,65.1,500.0,2.0,26587.41
Teatro do Parque,9,33.65,47.84,500.0,2.0,18547.75
Teatro do Parque,9,51.59,65.18,500.0,2.0,23658.29
Teatro do Parque,9,51.46,53.77,500.0,2.0,18101.38
Teatro do Parque,9,64.1,68.24,500.0,2.0,21864.97
Teatro do Parque,9,47.67,57.74,500.0,2.0,20763.68
Teatro do Parque,9,34.45,49.02,500.0,2.0,23736.16
Teatro do Parque,9,49.57,49.78,500.0,2.0,17886.01
Teatro do Parque,9,48.75,54.59,500.0,2.0,20987.44
Teatro do Parque,9,59.53,62.56,500.0,2.0,21234.79
Teatro do Parque,9,51.35,61.84,500.0,2.0,22932.91
Teatro do Parque,9,47.72,50.66,500.0,2.0,20567.4
Teatro Luiz Mendonça,9,55.25,68.96,300.0,2.0,18060.76
Teatro Luiz Mendonça,9,59.65,61.96,300.0,2.0,13231.68
Teatro Luiz Mendonça,9,67.72,78.08,300.0,2.0,15065.56
Teatro Luiz Mendonça,9,56.08,60.92,300.0,2.0,15131.73
Teatro Luiz Mendonça,9,50.81,58.71,300.0,2.0,15688.75
Teatro Luiz Mendonça,9,40.44,56.96,300.0,2.0,12010.96
Teatro Luiz Mendonça,9,61.52,67.19,300.0,2.0,17613.74
Teatro Luiz Mendonça,9,68.64,72.44,300.0,2.0,15180.28
Teatro Luiz Mendonça,9,49.24,56.94,300.0,2.0,11695.58
Teatro Luiz Mendonça,9,45.82,54.66,300.0,2.0,11248.06
Teatro Luiz Mendonça,9,46.86,62.54,300.0,2.0,12746.15
Teatro Luiz Mendonça,9,57.76,79.3,300.0,2.0,17827.84
Teatro Luiz Mendonça,9,66.65,68.62,300.0,2.0,15916.78
Teatro Luiz Mendonça,9,57.41,74.68,300.0,2.0,17536.48
Teatro Luiz Mendonça,9,44.85,49.58,300.0,2.0,12118.6
Teatro Luiz Mendonça,9,50.34,52.76,300.0,2.0,12525.01
Teatro Luiz Mendonça,9,70.63,86.99,300.0,2.0,17143.47
Teatro Luiz Mendonça,9,39.81,50.57,300.0,2.0,11873.22
Teatro Luiz Mendonça,9,56.27,65.61,300.0,2.0,13145.79
Teatro Luiz Mendonça,9,63.18,73.66,300.0,2.0,14797.82
Teatro Luiz Mendonça,9,54.84,58.48,300.0,2.0,12716.37
Teatro Luiz Mendonça,9,42.6,42.85,300.0,2.0,10254.38
Teatro Luiz Mendonça,9,39.8,56.75,300.0,2.0,14184.87
Teatro Luiz Mendonça,9,48.04,65.78,300.0,2.0,15030.37
Teatro Luiz Mendonça,9,45.92,60.59,300.0,2.0,14980.27
Teatro Luiz Mendonça,9,39.51,47.35,300.0,2.0,11497.37
Teatro Luiz Mendonça,9,63.21,66.71,300.0,2.0,15156.88
Teatro Luiz Mendonça,9,61.73,79.69,300.0,2.0,16285.84
Teatro Luiz Mendonça,9,50.82,56.91,300.0,2.0,12864.12
Teatro Luiz Mendonça,9,51.15,72.33,300.0,2.0,15834.23
Teatro Luiz Mendonça,9,57.9,61.96,300.0,2.0,13170.2
Teatro Luiz Mendonça,9,53.94,54.47,300.0,2.0,14173.18
Tearro Apolo,10,28.5,38.54,350.0,4.0,6881.24
Tearro Apolo,10,32.12,40.94,350.0,4.0,7565.59
Tearro Apolo,10,39.29,43.76,350.0,4.0,6445.96
Tearro Apolo,10,38.34,44.56,350.0,4.0,6336.94
Tearro Apolo,10,32.49,43.04,350.0,4.0,6845.53
Tearro Apolo,10,28.54,40.74,350.0,4.0,7086.46
Tearro Apolo,10,38.74,44.1,350.0,4.0,5804.97
Tearro Apolo,10,61.08,63.56,350.0,4.0,9185.8
Tearro Apolo,10,50.11,61.22,350.0,4.0,9510.02
Tearro Apolo,10,37.12,42.83,350.0,4.0,6064.19
Tearro Apolo,10,31.82,45.41,350.0,4.0,7896.05
Tearro Apolo,10,29.68,36.56,350.0,4.0,6977.11
Tearro Apolo,10,38.71,53.8,350.0,4.0,10104.06
Tearro Apolo,10,71.43,72.71,350.0,4.0,9704.41
Teatro Barreto Júnior,10,20.5,28.32,400.0,0.0,6319.0
Teatro Barreto Júnior,10,40.77,41.0,400.0,0.0,7183.08
Teatro Barreto Júnior,10,20.71,26.51,400.0,0.0,4947.56
Teatro Barreto Júnior,10,28.14,28.73,400.0,0.0,4621.94
Teatro Barreto Júnior,10,24.54,27.09,400.0,0.0,4544.34
Teatro Barreto Júnior,10,35.87,46.19,400.0,0.0,7464.74
Teatro Barreto Júnior,10,24.71,27.01,400.0,0.0,5452.93
Teatro Barreto Júnior,10,50.31,53.44,400.0,0.0,7587.05
Teatro Barreto Júnior,10,21.82,25.42,400.0,0.0,4174.63
Teatro Barreto Júnior,10,26.18,27.86,400.0,0.0,5075.1
Teatro Barreto Júnior,10,24.92,26.34,400.0,0.0,4527.67
Teatro Barreto Júnior,10,30.4,33.12,400.0,0.0,6611.58
Teatro de Santa Isabel,10,38.04,40.0,750.0,4.0,14181.28
Teatro de Santa Isabel,10,40.27,40.43,750.0,4.0,14514.12
Teatro de Santa Isabel,10,28.43,30.52,750.0,4.0,10964.86
Teatro de Santa Isabel,10,32.29,35.58,750.0,4.0,14389.36
Teatro de Santa Isabel,10,21.1,28.08,750.0,4.0,10902.84
Teatro de Santa Isabel,10,29.27,40.29,750.0,4.0,13885.27
Teatro de Santa Isabel,10,34.19,34.4,750.0,4.0,13475.77
Teatro de Santa Isabel,10,27.25,28.52,750.0,4.0,9260.69
Teatro de Santa Isabel,10,32.8,36.37,750.0,4.0,13519.92
Teatro de Santa Isabel,10,16.85,18.14,750.0,4.0,6997.54
Teatro de Santa Isabel,10,19.65,24.45,750.0,4.0,8713.4
Teatro de Santa Isabel,10,29.51,38.68,750.0,4.0,14914.82
Teatro do Parque,10,53.06,58.08,500.0,2.0,16695.07
Teatro do Parque,10,59.66,66.82,500.0,2.0,17752.36
Teatro do Parque,10,56.7,65.66,500.0,2.0,17691.03
Teatro do Parque,10,62.21,80.47,500.0,2.0,24220.53
Teatro do Parque,10,46.38,48.02,500.0,2.0,14163.01
Teatro do Parque,10,67.76,77.36,500.0,2.0,22806.69
Teatro do Parque,10,40.4,50.78,500.0,2.0,15164.09
Teatro do Parque,10,42.5,50.06,500.0,2.0,14667.58
Teatro do Parque,10,82.85,84.08,500.0,2.0,22379.83
Teatro do Parque,10,40.13,43.42,500.0,2.0,12283.09
Teatro do Parque,10,51.98,65.19,500.0,2.0,20129.03
Teatro do Parque,10,49.84,70.9,500.0,2.0,19374.01
Teatro do Parque,10,53.23,68.82,500.0,2.0,21355.47
Teatro do Parque,10,55.09,61.85,500.0,2.0,15985.01
Teatro do Parque,10,72.2,73.87,500.0,2.0,21223.41
Teatro do Parque,10,56.97,67.16,500.0,2.0,20179.11
Teatro do Parque,10,64.0,81.94,500.0,2.0,21640.66
Teatro do Parque,10,48.71,55.3,500.0,2.0,16764.12
Teatro do Parque,10,54.21,60.0,500.0,2.0,17209.34
Teatro do Parque,10,57.81,72.5,500.0,2.0,18963.59
Teatro do Parque,10,67.31,77.72,500.0,2.0,19851.73
Teatro do Parque,10,38.72,47.61,500.0,2.0,14874.84
Teatro do Parque,10,56.93,65.75,500.0,2.0,16825.51
Teatro do Parque,10,70.18,74.09,500.0,2.0,20245.51
Teatro do Parque,10,51.28,55.85,500.0,2.0,16916.53
Teatro Hermilo Borba Filho,10,23.03,30.33,200.0,4.0,2892.56
Teatro Hermilo Borba Filho,10,40.03,41.37,200.0,4.0,4191.7
Teatro Hermilo Borba Filho,10,46.46,56.24,200.0,4.0,5919.76
Teatro Hermilo Borba Filho,10,32.32,32.66,200.0,4.0,3239.29
Teatro Hermilo Borba Filho,10,34.24,46.42,200.0,4.0,3590.15
Teatro Hermilo Borba Filho,10,37.25,43.11,200.0,4.0,5022.71
Teatro Hermilo Borba Filho,10,41.9,47.61,200.0,4.0,4914.95
Teatro Hermilo Borba Filho,10,31.57,44.68,200.0,4.0,5211.24
Teatro Hermilo Borba Filho,10,48.34,55.46,200.0,4.0,4690.38
Teatro Hermilo Borba Filho,10,35.52,48.69,200.0,4.0,4630.0
Teatro Hermilo Borba Filho,10,34.17,39.46,200.0,4.0,3600.66
Teatro Hermilo Borba Filho,10,21.7,28.6,200.0,4.0,3082.45
Teatro Hermilo Borba Filho,10,52.57,56.59,200.0,4.0,4466.9
Teatro Hermilo Borba Filho,10,32.0,39.58,200.0,4.0,4145.3
Teatro Hermilo Borba Filho,10,28.63,33.02,200.0,4.0,2670.4
Teatro Hermilo Borba Filho,10,38.42,43.13,200.0,4.0,2410.26
Teatro Hermilo Borba Filho,10,24.39,33.86,200.0,4.0,3477.25
Teatro Hermilo Borba Filho,10,29.7,32.35,200.0,4.0,3180.58
Teatro Hermilo Borba Filho,10,41.4,41.45,200.0,4.0,3069.96
Teatro Hermilo Borba Filho,10,21.81,23.77,200.0,4.0,2557.51
Teatro Hermilo Borba Filho,10,35.47,47.95,200.0,4.0,4363.32
Teatro Hermilo Borba Filho,10,45.35,45.58,200.0,4.0,4840.36
Teatro Hermilo Borba Filho,10,21.7,29.05,200.0,4.0,3022.19
Teatro Hermilo Borba Filho,10,24.87,32.91,200.0,4.0,2606.38
Teatro Hermilo Borba Filho,10,33.94,42.65,200.0,4.0,4472.2
Teatro Luiz Mendonça,10,64.41,75.79,300.0,2.0,13467.21
Teatro Luiz Mendonça,10,62.02,70.75,300.0,2.0,10654.3
Teatro Luiz Mendonça,10,48.81,59.39,300.0,2.0,10252.68
Teatro Luiz Mendonça,10,67.65,67.87,300.0,2.0,7715.56
Teatro Luiz Mendonça,10,58.79,67.47,300.0,2.0,10686.79
Teatro Luiz Mendonça,10,58.33,62.08,300.0,2.0,9102.0
Teatro Luiz Mendonça,10,63.72,74.0,300.0,2.0,10941.0
Teatro Luiz Mendonça,10,48.44,63.12,300.0,2.0,10966.33
Teatro Luiz Mendonça,10,59.62,73.66,300.0,2.0,12250.16
Teatro Luiz Mendonça,10,68.65,73.54,300.0,2.0,10982.12
Teatro Luiz Mendonça,10,66.41,81.06,300.0,2.0,14663.49
Teatro Luiz Mendonça,10,46.91,67.0,300.0,2.0,13173.87
Teatro Luiz Mendonça,10,61.74,72.15,300.0,2.0,10706.99
Teatro Luiz Mendonça,10,53.45,56.5,300.0,2.0,10312.8
Teatro Luiz Mendonça,10,67.45,84.81,300.0,2.0,10675.51
Teatro Luiz Mendonça,10,42.46,56.19,300.0,2.0,11970.22
Teatro Luiz Mendonça,10,51.84,70.43,300.0,2.0,12934.17
Teatro Luiz Mendonça,10,45.83,59.32,300.0,2.0,11474.15
Teatro Luiz Mendonça,10,59.46,66.75,300.0,2.0,13424.71
Teatro Luiz Mendonça,10,41.08,58.28,300.0,2.0,10949.34
Teatro Luiz Mendonça,10,49.58,62.54,300.0,2.0,9928.31
Tearro Apolo,11,17.71,23.86,350.0,4.0,4905.73
Tearro Apolo,11,35.76,41.87,350.0,4.0,7889.09
Tearro Apolo,11,37.68,46.31,350.0,4.0,9283.69
Tearro Apolo,11,19.61,22.38,350.0,4.0,5367.96
Tearro Apolo,11,21.8,24.04,350.0,4.0,5675.06
Tearro Apolo,11,22.45,31.01,350.0,4.0,7391.27
Tearro Apolo,11,26.13,28.01,350.0,4.0,6268.12
Teatro Barreto Júnior,11,19.24,24.01,400.0,0.0,5578.06
Teatro Barreto Júnior,11,29.41,37.26,400.0,0.0,8188.48
Teatro Barreto Júnior,11,22.56,23.98,400.0,0.0,5520.28
Teatro Barreto Júnior,11,22.85,30.54,400.0,0.0,7630.65
Teatro Barreto Júnior,11,42.83,47.41,400.0,0.0,8837.1
Teatro Barreto Júnior,11,31.45,38.57,400.0,0.0,10439.32
Teatro Barreto Júnior,11,35.08,37.81,400.0,0.0,8149.49
Teatro Barreto Júnior,11,34.71,46.23,400.0,0.0,11895.14
Teatro Barreto Júnior,11,24.95,25.89,400.0,0.0,6090.76
Teatro Barreto Júnior,11,39.87,42.0,400.0,0.0,9214.46
Teatro Barreto Júnior,11,27.14,33.39,400.0,0.0,8190.76
Teatro Barreto Júnior,11,22.65,26.7,400.0,0.0,5446.73
Teatro Barreto Júnior,11,10.79,13.75,400.0,0.0,3387.96
Teatro de Santa Isabel,11,25.62,33.5,750.0,4.0,18005.37
Teatro de Santa Isabel,11,34.28,38.22,750.0,4.0,20806.89
Teatro de Santa Isabel,11,33.82,45.62,750.0,4.0,20523.42
Teatro de Santa Isabel,11,51.03,59.01,750.0,4.0,25224.06
Teatro de Santa Isabel,11,18.88,24.4,750.0,4.0,11334.95
Teatro de Santa Isabel,11,35.98,36.57,750.0,4.0,17853.6
Teatro de Santa Isabel,11,43.73,44.28,750.0,4.0,18107.44
Teatro de Santa Isabel,11,40.76,43.02,750.0,4.0,19118.65
Teatro de Santa Isabel,11,33.36,35.81,750.0,4.0,17408.71
Teatro de Santa Isabel,11,45.87,50.94,750.0,4.0,24218.81
Teatro de Santa Isabel,11,46.97,48.25,750.0,4.0,21208.87
Teatro de Santa Isabel,11,41.27,50.14,750.0,4.0,22776.46
Teatro de Santa Isabel,11,25.58,31.76,750.0,4.0,14601.58
Teatro de Santa Isabel,11,23.97,29.51,750.0,4.0,13794.48
Teatro do Parque,11,55.43,65.31,500.0,2.0,25002.37
Teatro do Parque,11,53.63,54.52,500.0,2.0,17842.19
Teatro do Parque,11,58.8,73.91,500.0,2.0,29556.55
Teatro do Parque,11,55.8,62.23,500.0,2.0,23501.66
